488,560,647
0.016,0.021,0.021
0.089024098,0.088496945,0.086481937
0.10368492,0.103494321,0.100980454
0.117901773,0.117988762,0.114993678
0.131689028,0.131998432,0.128539043
0.145060684,0.145540958,0.141633471
0.158030379,0.158633451,0.154293393
0.170611394,0.17129251,0.166534751
0.182816662,0.18353424,0.178373018
0.194658772,0.19537426,0.189823202
0.20614998,0.206827719,0.200899863
0.217302215,0.2179093,0.211617118
0.228127082,0.22863324,0.221988657
0.238635873,0.239013333,0.232027748
0.248839573,0.249062945,0.241747252
0.258748863,0.258795025,0.251159628
0.268374129,0.268222111,0.260276947
0.27772547,0.277356347,0.2691109
0.286812699,0.286209484,0.277672806
0.295645354,0.294792899,0.285973623
0.304232701,0.303117597,0.294023957
0.312583742,0.311194224,0.301834069
0.320707217,0.319033077,0.309413886
0.328611615,0.32664411,0.316773006
0.336305174,0.334036944,0.323920712
0.343795891,0.341220877,0.330865974
0.351091525,0.348204889,0.337617461
0.358199603,0.354997656,0.344183547
0.365127425,0.361607552,0.35057232
0.371882068,0.36804266,0.356791589
0.378470393,0.37431078,0.362848889
0.384899051,0.380419435,0.368751492
0.391174481,0.386375879,0.374506413
0.397302925,0.392187107,0.380120414
0.403290425,0.397859858,0.385600017
0.40914283,0.403400623,0.390951502
0.414865801,0.408815654,0.396180922
0.420464814,0.414110969,0.401294104
0.425945167,0.419292359,0.406296657
0.431311982,0.424365393,0.411193978
0.43657021,0.429335429,0.415991258
0.441724635,0.434207612,0.420693488
0.446779879,0.438986888,0.425305463
0.451740403,0.443678006,0.429831792
0.456610516,0.448285524,0.434276897
0.461394374,0.452813815,0.438645026
0.466095987,0.457267072,0.442940249
0.470719221,0.461649316,0.447166474
0.475267801,0.465964396,0.451327441
0.479745318,0.470215999,0.455426736
0.48415523,0.474407654,0.45946779
0.488500863,0.478542735,0.463453886
0.492785422,0.482624467,0.467388163
0.497011985,0.486655931,0.471273623
0.501183513,0.490640068,0.475113128
0.50530285,0.494579684,0.478909415
0.509372729,0.498477454,0.48266509
0.513395771,0.502335927,0.486382639
0.517374492,0.506157527,0.49006443
0.521311303,0.509944564,0.493712714
0.525208514,0.513699228,0.497329632
0.529068339,0.517423603,0.50091722
0.532892894,0.521119665,0.504477407
0.536684204,0.524789284,0.508012026
0.540444204,0.528434235,0.51152281
0.544174744,0.532056193,0.5150114
0.547877584,0.535656743,0.518479348
0.551554408,0.539237379,0.521928118
0.555206817,0.54279951,0.525359092
0.558836335,0.546344461,0.528773569
0.562444412,0.549873478,0.532172772
0.566032426,0.553387731,0.535557849
0.569601684,0.556888313,0.538929877
0.573153425,0.56037625,0.542289861
0.576688822,0.563852497,0.545638742
0.580208986,0.567317943,0.548977397
0.583714964,0.570773416,0.55230664
0.587207746,0.574219682,0.555627226
0.590688262,0.57765745,0.558939857
0.594157388,0.581087374,0.562245175
0.597615947,0.584510052,0.565543774
0.601064709,0.587926035,0.568836198
0.604504393,0.591335822,0.572122942
0.607935672,0.594739867,0.575404455
0.611359172,0.59813858,0.578681145
0.614775473,0.601532328,0.581953375
0.618185114,0.604921436,0.585221471
0.62158859,0.608306194,0.58848572
0.624986358,0.611686852,0.591746374
0.628378837,0.615063628,0.595003648
0.631766407,0.618436704,0.598257728
0.635149414,0.621806233,0.601508766
0.638528171,0.625172336,0.604756887
0.641902957,0.628535109,0.608002186
0.645274021,0.631894618,0.611244734
0.648641581,0.635250906,0.614484574
0.652005826,0.638603992,0.61772173
0.655366921,0.641953873,0.620956198
0.658725001,0.645300523,0.624187959
0.662080179,0.648643898,0.627416971
0.665432543,0.651983937,0.630643175
0.668782159,0.65532056,0.633866494
0.672129071,0.658653671,0.637086836
0.675473302,0.661983161,0.640304093
0.678814859,0.665308904,0.643518145
0.682153728,0.668630765,0.646728857
0.685489877,0.671948595,0.649936084
0.688823259,0.675262235,0.653139671
0.692153813,0.678571517,0.656339449
0.695481461,0.681876264,0.659535246
0.698806113,0.68517629,0.662726876
0.702127666,0.688471403,0.665914151
0.705446004,0.691761405,0.669096872
0.708761001,0.695046091,0.672274838
0.712072521,0.698325254,0.675447841
0.715380418,0.70159868,0.678615668
0.718684536,0.704866154,0.681778105
0.721984713,0.708127457,0.684934933
0.725280779,0.711382368,0.688085931
0.728572555,0.714630666,0.691230878
0.73185986,0.717872128,0.694369549
0.735142504,0.72110653,0.69750172
0.738420293,0.72433365,0.700627168
0.741693029,0.727553266,0.703745669
0.744960511,0.730765157,0.706856999
0.748222534,0.733969103,0.709960937
0.75147889,0.737164888,0.713057264
0.754729369,0.740352297,0.716145761
0.757973759,0.743531118,0.719226215
0.761211848,0.746701143,0.722298411
0.764443423,0.749862166,0.725362143
0.767668269,0.753013988,0.728417204
0.770886172,0.75615641,0.731463393
0.774096919,0.759289241,0.734500514
0.777300297,0.762412293,0.737528372
0.780496095,0.765525384,0.74054678
0.783684103,0.768628336,0.743555556
0.786864112,0.771720978,0.74655452
0.790035916,0.774803143,0.749543501
0.793199313,0.777874671,0.752522331
0.796354102,0.780935407,0.75549085
0.799500084,0.783985204,0.758448901
0.802637066,0.787023919,0.761396336
0.805764857,0.790051417,0.76433301
0.808883269,0.79306757,0.767258788
0.81199212,0.796072253,0.770173538
0.815091231,0.799065353,0.773077136
0.818180427,0.80204676,0.775969466
0.821259539,0.805016372,0.778850415
0.824328401,0.807974093,0.78171988
0.827386853,0.810919837,0.784577764
0.830434741,0.813853521,0.787423975
0.833471914,0.816775071,0.79025843
0.836498228,0.81968442,0.793081051
0.839513544,0.822581508,0.795891769
0.842517728,0.825466281,0.798690521
0.845510653,0.828338693,0.801477249
0.848492196,0.831198705,0.804251904
0.851462241,0.834046285,0.807014443
0.854420678,0.836881406,0.80976483
0.857367403,0.83970405,0.812503036
0.860302317,0.842514206,0.815229038
0.863225328,0.845311867,0.817942819
0.86613635,0.848097036,0.820644371
0.869035304,0.85086972,0.823333691
0.871922114,0.853629933,0.826010782
0.874796715,0.856377697,0.828675654
0.877659044,0.859113039,0.831328322
0.880509046,0.861835992,0.833968811
0.883346673,0.864546596,0.836597147
0.886171881,0.867244897,0.839213366
0.888984635,0.869930945,0.841817508
0.891784903,0.872604799,0.84440962
0.894572662,0.875266521,0.846989753
0.897347894,0.87791618,0.849557966
0.900110586,0.880553849,0.852114321
0.902860733,0.88317961,0.854658887
0.905598334,0.885793545,0.857191738
0.908323396,0.888395745,0.859712953
0.911035929,0.890986305,0.862222616
0.913735953,0.893565323,0.864720816
0.916423489,0.896132904,0.867207647
0.919098568,0.898689157,0.869683207
0.921761224,0.901234195,0.872147599
0.924411496,0.903768135,0.874600931
0.927049431,0.906291098,0.877043313
0.92967508,0.908803211,0.879474862
